17744,"?","?"
12180,"(-)-8-Demethylmaritidine","(-)-8-Demethylmaritidine"
11878,"(-)-Abietadiene","(-)-Abietadiene;Abietadiene"
11060,"(-)-Abscisic acid","(-)-Abscisic acid;(-)-ABA"
10198,"(-)-Acanthocarpan","(-)-Acanthocarpan"
9621,"(-)-alpha-Bisabolol","(-)-alpha-Bisabolol;Levomenol"
9462,"(-)-alpha-Hydrastine","(-)-alpha-Hydrastine"
6308,"(-)-alpha-Pinene","(-)-alpha-Pinene;(1S,5S)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene"
11393,"(-)-alpha-Terpineol","(-)-alpha-Terpineol;(L)-alpha-Terpineol"
11357,"(-)-Anabasine","(-)-Anabasine"
11358,"(-)-Anaferine","(-)-Anaferine"
9339,"(-)-Annonaine","(-)-Annonaine;Anonaine"
9340,"(-)-Apoglaziovine","(-)-Apoglaziovine"
9036,"(-)-Apparicine","(-)-Apparicine"
10545,"(-)-Arctigenin","(-)-Arctigenin"
9341,"(-)-Argemonine","(-)-Argemonine"
11392,"(-)-beta-Phellandrene","(-)-beta-Phellandrene"
6307,"(-)-beta-Pinene","(-)-beta-Pinene;(1S,5S)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptane"
8269,"(-)-Betonicine","(-)-Betonicine;Betonicine"
3040,"(-)-Bisdechlorogeodin","(-)-Bisdechlorogeodin"
1766,"(-)-Borneol","(-)-Borneol;L-Borneol;(1S,2R,4S)-(-)-Borneol;Linderol"
9368,"(-)-Caaverine","(-)-Caaverine;Noraporphin-1-ol, 2-methoxy-"
809,"(-)-Camphor","(-)-Camphor"
1767,"(-)-Carvone","(-)-Carvone;(4R)-Carvone"
14079,"(-)-Catechin","(-)-Catechin"
9133,"(-)-Chimonanthine","(-)-Chimonanthine"
11386,"(-)-Citronellol","(-)-Citronellol"
6305,"(-)-Comphene","(-)-Comphene"
17482,"(-)-Deltoin","(-)-Deltoin"
2344,"(-)-endo-Fenchol","(-)-endo-Fenchol;Fenchyl alcohol"
12128,"(-)-Epiafzelechin","(-)-Epiafzelechin;epi-Afzelechin"
9727,"(-)-Epicatechin","(-)-Epicatechin"
12136,"(-)-Epigallocatechin","(-)-Epigallocatechin"
11108,"(-)-erythro-(2R,3R)-dihydroxybutylamide","(-)-erythro-(2R,3R)-dihydroxybutylamide;DBA"
16142,"(-)-Germacrene D","(-)-Germacrene D"
1701,"(-)-Glyceollin I","(-)-Glyceollin I;Glyceollin"
10422,"(-)-Glyceollin II","(-)-Glyceollin II"
11359,"(-)-Hygrine","(-)-Hygrine"
10152,"(-)-Hygroline","(-)-Hygroline"
17125,"(-)-Isomenthone","(-)-Isomenthone;l-Isomenthone"
2485,"(-)-Isopiperitenone","(-)-Isopiperitenone;(-)-(4R)-Isopiperitenone"
8491,"(-)-Jasmonic acid","(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate"
9555,"(-)-Laudanidine","(-)-Laudanidine"
521,"(-)-Limonene","(-)-Limonene;(-)-(S)-Limonene;(-)-(4S)-Limonene"
11388,"(-)-Linalool","(-)-Linalool;(R)-(-)-Linalool;(3R)-Linalool"
10502,"(-)-Maackiain","(-)-Maackiain"
16231,"(-)-Maackiain-3-O-glucosyl-6''-O-malonate","(-)-Maackiain-3-O-glucosyl-6''-O-malonate"
10503,"(-)-Medicarpin","(-)-Medicarpin"
16223,"(-)-Medicocarpin","(-)-Medicocarpin;Medicarpin 3-O-glucoside"
400,"(-)-Menthol","(-)-Menthol;L-Menthol"
843,"(-)-Menthone","(-)-Menthone;l-Menthone;p-Menthan-3-one"
9870,"(-)-Menthyl acetate","(-)-Menthyl acetate;l-Menthyl acetate;Menthyl acetate"
3962,"(-)-Menthyl O-beta-D-glucoside","(-)-Menthyl O-beta-D-glucoside"
15153,"(-)-Methallenestrilphenol","(-)-Methallenestrilphenol;(-)-3-(6-Hydroxy-2-naphthyl)-2,2-dimethylpentanoic acid;(-)-beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoicacid"
10508,"(-)-Nissolin","(-)-Nissolin"
16719,"(-)-Norephedrine","(-)-Norephedrine;l-Phenylpropanolamine"
10777,"(-)-Ormosanine","(-)-Ormosanine"
9604,"(-)-Pellotine","(-)-Pellotine;Pellotine"
10514,"(-)-Phaseollin","(-)-Phaseollin;Phaseolin"
10515,"(-)-Phaseollinisoflavan","(-)-Phaseollinisoflavan"
17529,"(-)-Pinoresinol glucoside","(-)-Pinoresinol glucoside"
17623,"(-)-Pulegone","(-)-Pulegone"
9235,"(-)-Quebrachamine","(-)-Quebrachamine;Quebrachamine"
8257,"(-)-Quebrachitol","(-)-Quebrachitol"
9640,"(-)-Salsoline","(-)-Salsoline"
9642,"(-)-Salsolinol","(-)-Salsolinol;6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-;Salsolinol"
10170,"(-)-Santiaguine","(-)-Santiaguine"
10526,"(-)-Sativan","(-)-Sativan"
10171,"(-)-Sedamine","(-)-Sedamine"
16782,"(-)-Solenopsin A","(-)-Solenopsin A"
16228,"(-)-Sophorol","(-)-Sophorol"
10783,"(-)-Sparteine","(-)-Sparteine;Sparteine"
10531,"(-)-Sparticarpin","(-)-Sparticarpin"
1869,"(-)-Sympatol","(-)-Sympatol;(-)-Synephrine"
