#
#  ecocyc 14.6 Pathways link table generated on Mon Dec 6, 2010
#
PWY0-1479	tRNA processing pathway I	
ASPASN-PWY	superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine	
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of leucine, valine, and isoleucine biosynthesis	branched amino acid biosynthesis
COMPLETE-ARO-PWY	superpathway of phenylalanine, tyrosine, and tryptophan biosynthesis	complete aromatic amino acid biosynthesis	aromatic amino acid biosynthesis
P4-PWY	superpathway of lysine, threonine and methionine biosynthesis I	superpathway of lysine, threonine, and methionine biosynthesis
SER-GLYSYN-PWY	superpathway of serine and glycine biosynthesis I	
ALANINE-SYN2-PWY	alanine biosynthesis II	
ALANINE-VALINESYN-PWY	alanine biosynthesis I	
PWY0-1021	alanine biosynthesis III	
PWY0-1061	superpathway of alanine biosynthesis	
ARGSYN-PWY	arginine biosynthesis I	
ASPARAGINE-BIOSYNTHESIS	asparagine biosynthesis I	
ASPARAGINESYN-PWY	asparagine biosynthesis II	asparagine - aspartate pathway
PWY0-1325	superpathway of asparagine biosynthesis	
ASPARTATESYN-PWY	aspartate biosynthesis	aspartate biosynthesis and degradation
GLUTDEG-PWY	glutamate degradation II	glutamate - aspartate pathway
PWY-5155	&beta;-alanine biosynthesis III	
CYSTSYN-PWY	cysteine biosynthesis I	
GLUTSYN-PWY	glutamate biosynthesis I	
GLUTSYNIII-PWY	glutamate biosynthesis III	
GLNSYN-PWY	glutamine biosynthesis I	glutamine - glutamate pathway
GLYSYN-PWY	glycine biosynthesis I	
THREOCAT-PWY	superpathway of threonine metabolism	threonine catabolism
HISTSYN-PWY	histidine biosynthesis	
ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)	
LEUSYN-PWY	leucine biosynthesis	
DAPLYSINESYN-PWY	lysine biosynthesis I	lysine and diaminopimelate biosynthesis
HOMOSER-METSYN-PWY	methionine biosynthesis I	methionine biosynthesis from homoserine	methionine biosynthesis by transsulfuration
MET-SAM-PWY	superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis	
METSYN-PWY	homoserine and methionine biosynthesis	
PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I	SAM cycle	activated methyl cycle	AMC
GLUTORN-PWY	ornithine biosynthesis	
HOMOSERSYN-PWY	homoserine biosynthesis	
PHESYN	phenylalanine biosynthesis I	
PROSYN-PWY	proline biosynthesis I	
PWY0-901	selenocysteine biosynthesis I (bacteria)	
SERSYN-PWY	serine biosynthesis	
HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine	
THRESYN-PWY	threonine biosynthesis	
TRPSYN-PWY	tryptophan biosynthesis	
TYRSYN	tyrosine biosynthesis I	
VALSYN-PWY	valine biosynthesis	
TRNA-CHARGING-PWY	tRNA charging pathway	
PWY-5901	2,3-dihydroxybenzoate biosynthesis	
ARO-PWY	chorismate biosynthesis I	aromatic amino acid biosynthesis	shikimate pathway
GLYCOCAT-PWY	glycogen degradation I	glycogen catabolism
GLUCONEO-PWY	gluconeogenesis I	
GALACTMETAB-PWY	galactose degradation I (Leloir pathway)	Leloir pathway
PWY-1269	CMP-KDO biosynthesis I	3-deoxy-D-<I>manno</I>-octulosonate biosynthesis
PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GDP-L-fucose biosynthesis I (<i>de novo</i> synthesis)
PWY0-1241	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	
PWY-5659	GDP-mannose biosynthesis	
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	
TRESYN-PWY	trehalose biosynthesis I	trehalose biosynthesis
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	
COLANSYN-PWY	colanic acid building blocks biosynthesis	
ECASYN-PWY	enterobacterial common antigen biosynthesis	ECA biosynthesis
PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis III (<i>meso</i>-DAP-containing)	
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	
KDO-NAGLIPASYN-PWY	superpathway of KDO<SUB>2</SUB>-lipid A biosynthesis	
KDOSYN-PWY	KDO transfer to lipid IV<SUB>A</SUB> I	
NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis	lipid-A-precursor biosynthesis
PWY0-1338	biosynthesis of  4-amino-4-deoxy-L-arabinose-modified lipid A	biosynthesis of L-Ara4N-modified lipid A
OANTIGEN-PWY	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis
PWY0-1433	tetrahydromonapterin biosynthesis	
SAM-PWY	S-adenosyl-L-methionine biosynthesis	S-adenosylmethionine biosynthesis
COA-PWY	coenzyme A biosynthesis	CoA biosynthesis
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	
P2-PWY	2'-(5'-phosphoribosyl)-3'-dephospho-CoA biosynthesis I (citrate lyase)	
PWY0-1275	lipoate biosynthesis and incorporation II	
PWY0-501	lipoate biosynthesis and incorporation I	
PWY0-522	lipoate salvage and modification	
NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	
PYRIDNUCSAL-PWY	NAD salvage pathway I	pyridine nucleotide cycling	PNC pathway	nicotinamide adenine dinucleotide salvage
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	nicotinamide adenine dinucleotide biosynthesis
NONMEVIPP-PWY	methylerythritol phosphate pathway	nonmevalonate isopentenyl diphosphate biosynthesis	methylerythritol phosphate degradation	MEP degradation	deoxyxylulose phosphate pathway	DXP pathway	Rohmer pathway	isopentenyl diphosphate biosynthesis -- mevalonate-independent	nonmevalonate isoprenoid pathway	MEP pathway
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (<i>E. coli</i>)	
PWY-5783	octaprenyl diphosphate biosynthesis	
PWY-5785	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	
PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	FPP biosynthesis	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
PWY-5194	siroheme biosynthesis	
HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I	
HEMESYN2-PWY	heme biosynthesis from uroporphyrinogen-III II	
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	
PWY-5852	demethylmenaquinol-8 biosynthesis I	demethylmenaquinone-8 biosynthesis I
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	
MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	vitamin K<sub>2</sub> biosynthesis I	menaquinone-8 biosynthesis
PWY-5838	superpathway of menaquinol-8 biosynthesis I	vitamin K<sub>2</sub> biosynthesis I	superpathway of menaquinone-8 biosynthesis I
UBISYN-PWY	ubiquinol-8 biosynthesis (prokaryotic)	ubiquinone-8 biosynthesis (prokaryotic)
GLUT-REDOX-PWY	glutathione redox reactions II	
GLUTATHIONESYN-PWY	glutathione biosynthesis	
