#
#  ecocyc 14.6 Reactions link table generated on Mon Dec 6, 2010
#
RXN0-6505	
R131-RXN	
R133-RXN	
R134-RXN	
R136-RXN	
R137-RXN	
R138-RXN	
R139-RXN	
R140-RXN	
R143-RXN	
R148-RXN	
R166-RXN	
R167-RXN	
R185-RXN	
RXN-5077	
RXN0-1641	
RXN0-261	
RXN0-266	
RXN0-269	
RXN0-2701	
RXN0-272	
RXN0-278	
RXN0-281	
RXN0-283	
RXN0-284	
RXN0-2841	
RXN0-285	
RXN0-286	
RXN0-287	
RXN0-288	
RXN0-289	
RXN0-290	
RXN0-291	
RXN0-293	
RXN0-294	
RXN0-295	
RXN0-296	
RXN0-298	
RXN0-3001	
RXN0-3002	
RXN0-3021	
RXN0-3141	
RXN0-4101	
RXN0-4161	
RXN0-4322	
RXN0-443	
RXN0-4462	
RXN0-4481	
RXN0-4661	
RXN0-4721	
RXN0-4741	
RXN0-4761	
RXN0-5230	
RXN0-5238	
RXN0-5239	
RXN0-5250	
RXN0-5251	
RXN0-5252	
RXN0-5307	
RXN0-5332	
RXN0-5344	
RXN0-5345	
RXN0-5347	
RXN0-5354	
RXN0-5358	
RXN0-5372	
RXN0-5382	
RXN0-5384	
RXN0-5389	
RXN0-5392	
RXN0-5423	
RXN0-5450	
RXN0-5454	
RXN0-5456	
RXN0-5459	
RXN0-5463	
RXN0-5464	
RXN0-5465	
RXN0-5469	
RXN0-5470	
RXN0-5487	
RXN0-5501	
RXN0-6361	
RXN0-6362	
RXN0-6409	
RXN0-6434	
RXN0-6436	
RXN0-6465	
RXN0-6466	
RXN0-6467	
RXN0-6468	
RXN0-6469	
RXN0-6470	
RXN0-6471	
RXN0-6489	
RXN0-7	
RXN0-921	
2-OCTAPRENYLPHENOL-HYDROX-RXN	
2OXOGLUTARATEDEH-RXN	
ADDALT-RXN	
ARCB717-RXN	
ARCBTRANS-RXN	
BAES-RXN	
BASS-RXN	
CREC-RXN	
DARABALDOL-RXN	
DARABKIN-RXN	
DTDPRHAMSYNTHMULTI-RXN	
ENTF-RXN	
ENTG-RXN	
ENTMULTI-RXN	
FHLMULTI-RXN	
GCVMULTI-RXN	
GLYCOLALDREDUCT-RXN	
GLYOXIII-RXN	
KDPD-RXN	
L-LACTDEHYDROGFMN-RXN	
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	
PHOR-RXN	
PROLINE-MULTI	
R247-RXN	
RIBOPHOSPHAT-RXN	
RXN-10015	
RXN-10017	
RXN-11834	
RXN-11837	5.4.99.-
RXN-11838	5.4.99.-
RXN-7282	
RXN-7800	
RXN-8073	
RXN-8447	
RXN-8632	
RXN0-1241	
RXN0-1321	
RXN0-1342	
RXN0-1402	
RXN0-1661	
RXN0-1842	
RXN0-1882	
RXN0-2022	
RXN0-2023	
RXN0-2061	
RXN0-21	
RXN0-2281	
RXN0-2461	
RXN0-2522	
RXN0-262	
RXN0-2625	
RXN0-2787	
RXN0-2943	
RXN0-3283	
RXN0-3381	
RXN0-3441	
RXN0-3542	
RXN0-3543	
RXN0-3921	
RXN0-4261	
RXN0-4281	
RXN0-4461	
RXN0-4581	
RXN0-4841	
RXN0-5057	
RXN0-5065	
RXN0-5108	
RXN0-5128	
RXN0-5129	
RXN0-5217	
RXN0-5219	
RXN0-5220	
RXN0-5223	
RXN0-5229	
RXN0-5240	
RXN0-5243	
RXN0-5259	
RXN0-5294	
RXN0-5305	
RXN0-5377	
RXN0-5383	
RXN0-5391	
RXN0-5393	
RXN0-5402	
RXN0-5409	
RXN0-5413	
RXN0-5414	
RXN0-5422	
RXN0-5435	
RXN0-5460	
RXN0-5461	
RXN0-5507	
RXN0-6256	
RXN0-6258	
RXN0-6271	
RXN0-6272	
RXN0-6366	
RXN0-6368	
RXN0-6388	
RXN0-6389	
RXN0-6418	
RXN0-6444	
RXN0-6446	
RXN0-6449	
RXN0-6450	
RXN0-6451	
RXN0-6452	
RXN0-6459	
RXN0-6460	
RXN0-6461	
RXN0-6462	
RXN0-6490	
RXN0-6493	
RXN0-6494	
RXN0-6502	
RXN0-6506	
RXN0-6509	
RXN0-6518	
RXN0-6531	
RXN0-6532	
RXN0-6541	
RXN0-6546	
RXN0-6547	
RXN0-6549	
RXN0-6550	
RXN0-703	
RXN0-704	
RXN0-961	
RXN0-962	
RXN0-963	
RXN0-984	
RXN0-985	
RXN0-986	
SPONTPRO-RXN	
THREOSPON-RXN	
THTOREDUCT-RXN	
TORS-RXN	
TORS850-RXN	
TORSASP-RXN	
TRANS-RXN-153	
TRANS-RXN-157	
TRANS-RXN0-210	
TRANS-RXN0-446	
TRANS-RXN0-454	
URA-PHOSPH-RXN	
DIMESULFREDUCT-RXN	1.8.99.-
DLACTDEHYDROGFAD-RXN	1.1.2.4
FORMATEDEHYDROG-RXN	1.1.5.6
NADH-DEHYDROG-A-RXN	1.6.5.3
R601-RXN	1.3.5.4
RXN-11496	1.2.5.1
RXN0-3501	1.7.5.1
RXN0-5256	1.12.99.6
RXN0-5258	1.1.5.3
RXN0-5260	1.1.5.3
RXN0-5264	1.7.2.3
RXN0-5266	1.10.2.-
RXN0-5268	1.10.2.-
RXN0-5330	1.6.5.-
RXN0-5388	1.6.5.-
RXN0-6369	1.7.99.4
RXN0-6373	1.1.5.2
RXN0-6491	1.3.5.2
RXN0-6554	1.3.5.2
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1.3.5.1
R303-RXN	1.-.-.-
RXN0-307	1.-.-.-
RXN0-5101	1.-.-.-
RXN0-6277	1.-.-.-
1.1.1.215-RXN	1.1.1.215
1.1.1.262-RXN	1.1.1.262
1.1.1.264-RXN	1.1.1.264
1.1.1.271-RXN	1.1.1.271
1.1.1.274-RXN	1.1.1.274
1.1.1.83-RXN	1.1.1.83
2-DEHYDROPANTOATE-REDUCT-RXN	1.1.1.169
3-ISOPROPYLMALDEHYDROG-RXN	1.1.1.85
3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	1.1.1.61
6PGLUCONDEHYDROG-RXN	1.1.1.44
7-ALPHA-HYDROXYSTEROID-DEH-RXN	1.1.1.159
ACETOINDEHYDROG-A-RXN	1.1.1.-
ACETOLACTREDUCTOISOM-RXN	1.1.1.86
ACETOOHBUTREDUCTOISOM-RXN	1.1.1.86
ALCOHOL-DEHYDROG-GENERIC-RXN	1.1.1.1
ALCOHOL-DEHYDROG-RXN	1.1.1.1
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	1.1.1.2
ALTRO-OXIDOREDUCT-RXN	1.1.1.58
AMINOPROPDEHYDROG-RXN	1.1.1.75
DEHYDROPANTLACRED-RXN	1.1.1.214
DLACTDEHYDROGNAD-RXN	1.1.1.28
DTDPDEHYRHAMREDUCT-RXN	1.1.1.133
DXPREDISOM-RXN	1.1.1.267
ERYTHRON4PDEHYDROG-RXN	1.1.1.290
GALACTITOLPDEHYD-RXN	1.1.1.-
GALACTODEHYDROG-RXN	1.1.1.48
GLU6PDEHYDROG-RXN	1.1.1.49
GLUCONATE-5-DEHYDROGENASE-RXN	1.1.1.69
GLYC3PDEHYDROGBIOSYN-RXN	1.1.1.94
GLYCDEH-RXN	1.1.1.6
GLYOXYLATE-REDUCTASE-NADP+-RXN	1.1.1.79
HISTALDEHYD-RXN	1.1.1.23
HISTOLDEHYD-RXN	1.1.1.23
HOMOSERDEHYDROG-RXN	1.1.1.3
IMP-DEHYDROG-RXN	1.1.1.205
ISOCITDEH-RXN	1.1.1.42
KDUD-RXN	1.1.1.125
LACTALDREDUCT-RXN	1.1.1.77
MALATE-DEH-RXN	1.1.1.37
MALIC-NAD-RXN	1.1.1.38
MALIC-NADP-RXN	1.1.1.40
MANNONOXIDOREDUCT-RXN	1.1.1.57
MANNPDEHYDROG-RXN	1.1.1.17
OHACYL-COA-DEHYDROG-RXN	1.1.1.35
PGLYCDEHYDROG-RXN	1.1.1.95
R165-RXN	1.1.1.154
RIBOFLAVINSYNREDUC-RXN	1.1.1.193
RXN-10655	1.1.1.100
RXN-10659	1.1.1.100
RXN-11476	1.1.1.100
RXN-11480	1.1.1.100
RXN-2962	1.1.1.284
RXN-7967	1.1.1.282
RXN-7968	1.1.1.282
RXN-8636	1.1.1.283
RXN-8974	1.1.1.298
RXN-9514	1.1.1.100
RXN-9518	1.1.1.100
RXN-9524	1.1.1.100
RXN-9528	1.1.1.100
RXN-9532	1.1.1.100
RXN-9536	1.1.1.100
RXN-9540	1.1.1.100
RXN-9556	1.1.1.100
RXN0-1861	1.1.1.305
RXN0-1941	1.1.1.274
RXN0-2044	1.1.1.35
RXN0-2142	1.1.1.100
RXN0-2201	1.1.1.276
RXN0-300	1.1.1.81
RXN0-5141	1.1.1.91
RXN0-5213	1.1.1.-
RXN0-5289	1.1.1.60
RXN0-5410	1.1.1.-
RXN0-6487	1.1.1.-
SHIKIMATE-5-DEHYDROGENASE-RXN	1.1.1.25
SORB6PDEHYDROG-RXN	1.1.1.140
THREODEHYD-RXN	1.1.1.103
TSA-REDUCT-RXN	1.1.1.60
UDPMANNACADEHYDROG-RXN	1.1.1.-
UDPNACETYLMURAMATEDEHYDROG-RXN	1.1.1.158
